record_id,source_system,account_ref,security_ref,security_ref_type,security_master_id,position_date,quantity,price,market_value,cost_basis,unrealized_gl,asset_class,currency,etl_loaded_at
POS-C-719176-DNMKZA3OA,TOPAZ,C-719176,DNMKZA3OA,CUSIP,SEC-0059,2024-12-31,2547.0,241.4811,615052.36,715720.9,-100668.54,Fixed Income,USD,2025-01-02 06:00:00
POS-C-719176-QW7LVXWQZ,TOPAZ,C-719176,QW7LVXWQZ,CUSIP,SEC-0065,2024-12-31,1250.0,333.1926,416490.75,549519.38,-133028.63,Equity,USD,2025-01-02 06:00:00
POS-C-719176-0FODRO8BN,TOPAZ,C-719176,0FODRO8BN,CUSIP,SEC-0067,2024-12-31,4473.0,274.8063,1229208.58,657108.07,572100.51,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-TNQFLL7V5,TOPAZ,C-719176,TNQFLL7V5,CUSIP,SEC-0081,2024-12-31,4914.0,395.9965,1945926.8,1715792.26,230134.54,Equity,USD,2025-01-02 06:00:00
POS-C-719176-BA75UUZPE,TOPAZ,C-719176,BA75UUZPE,CUSIP,SEC-0085,2024-12-31,5604.0,254.79,1427843.16,1424729.9,3113.26,Equity,USD,2025-01-02 06:00:00
POS-C-719176-349DXBZ9S,TOPAZ,C-719176,349DXBZ9S,CUSIP,SEC-0092,2024-12-31,3763.0,480.8025,1809259.81,761972.8,1047287.01,Equity,USD,2025-01-02 06:00:00
POS-C-719176-2SPFHV5BR,TOPAZ,C-719176,2SPFHV5BR,CUSIP,SEC-0100,2024-12-31,5929.0,394.7842,2340675.52,1974931.11,365744.41,Cash,USD,2025-01-02 06:00:00
POS-C-719176-T0SEKKBP2,TOPAZ,C-719176,T0SEKKBP2,CUSIP,SEC-0104,2024-12-31,5869.0,24.9586,146482.02,1502720.09,-1356238.07,Alternatives,USD,2025-01-02 06:00:00
POS-C-719176-4RTWUZKAM,TOPAZ,C-719176,4RTWUZKAM,CUSIP,SEC-0105,2024-12-31,6192.0,453.3351,2807050.94,1709303.47,1097747.47,Cash,USD,2025-01-02 06:00:00
POS-C-719176-KBHB7S9TJ,TOPAZ,C-719176,KBHB7S9TJ,CUSIP,SEC-0109,2024-12-31,5087.0,329.9443,1678426.65,1629349.25,49077.4,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-RR7S20CV3,TOPAZ,C-719176,RR7S20CV3,CUSIP,SEC-0111,2024-12-31,8851.0,349.826,3096309.93,3166567.36,-70257.43,Cash,USD,2025-01-02 06:00:00
POS-C-719176-DLKQZFPQ0,TOPAZ,C-719176,DLKQZFPQ0,CUSIP,SEC-0112,2024-12-31,3860.0,367.1274,1417111.76,1159711.68,257400.08,Real Estate,USD,2025-01-02 06:00:00
POS-C-719176-ZHWY9HECG,TOPAZ,C-719176,ZHWY9HECG,CUSIP,SEC-0116,2024-12-31,4979.0,157.3925,783657.26,1748928.6,-965271.34,Equity,USD,2025-01-02 06:00:00
POS-C-719176-SEHE2ATN2,TOPAZ,C-719176,SEHE2ATN2,CUSIP,SEC-0118,2024-12-31,5546.0,412.9997,2290496.34,811823.92,1478672.42,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-1NOUHTCS1,TOPAZ,C-719176,1NOUHTCS1,CUSIP,SEC-0129,2024-12-31,8075.0,95.2931,769491.78,1226777.37,-457285.59,Alternatives,USD,2025-01-02 06:00:00
POS-C-719176-R8KK791ZY,TOPAZ,C-719176,R8KK791ZY,CUSIP,SEC-0137,2024-12-31,5916.0,91.9381,543905.8,2004188.06,-1460282.26,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-M72JEYN93,TOPAZ,C-719176,M72JEYN93,CUSIP,SEC-0138,2024-12-31,6126.0,55.6966,341197.37,2281530.64,-1940333.27,Cash,USD,2025-01-02 06:00:00
POS-C-719176-2G05KBKV7,TOPAZ,C-719176,2G05KBKV7,CUSIP,SEC-0143,2024-12-31,2943.0,430.4931,1266941.19,873889.12,393052.07,Fixed Income,USD,2025-01-02 06:00:00
POS-C-719176-E6KWHEF0V,TOPAZ,C-719176,E6KWHEF0V,CUSIP,SEC-0148,2024-12-31,3014.0,132.6526,399814.94,437104.45,-37289.51,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-36HTF4PYZ,TOPAZ,C-719176,36HTF4PYZ,CUSIP,SEC-0150,2024-12-31,3861.0,215.6808,832743.57,1397146.57,-564403.0,Real Estate,USD,2025-01-02 06:00:00
POS-C-719176-IHX74D0GJ,TOPAZ,C-719176,IHX74D0GJ,CUSIP,SEC-0161,2024-12-31,2913.0,350.838,1021991.09,204870.68,817120.41,Real Estate,USD,2025-01-02 06:00:00
POS-C-719176-G10UR5L8A,TOPAZ,C-719176,G10UR5L8A,CUSIP,SEC-0162,2024-12-31,3007.0,205.2683,617241.78,699627.11,-82385.33,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-T7M1R00Q0,TOPAZ,C-719176,T7M1R00Q0,CUSIP,SEC-0166,2024-12-31,5647.0,321.9604,1818110.38,880126.61,937983.77,Real Estate,USD,2025-01-02 06:00:00
POS-C-719176-O4IZASNWY,TOPAZ,C-719176,O4IZASNWY,CUSIP,SEC-0168,2024-12-31,8655.0,28.3408,245289.62,2366818.73,-2121529.11,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-WZC4XL996,TOPAZ,C-719176,WZC4XL996,CUSIP,SEC-0172,2024-12-31,2966.0,142.7391,423364.17,629728.83,-206364.66,Cash,USD,2025-01-02 06:00:00
POS-C-719176-6YUJ7YKTX,TOPAZ,C-719176,6YUJ7YKTX,CUSIP,SEC-0173,2024-12-31,2784.0,429.3628,1195346.04,383244.6,812101.44,Equity,USD,2025-01-02 06:00:00
POS-C-719176-8O1BJ9RM7,TOPAZ,C-719176,8O1BJ9RM7,CUSIP,,2024-12-31,4598.0,37.3283,171635.52,1725602.7,-1553967.18,,USD,2025-01-02 06:00:00
POS-C-719176-MD7Q1DDPU,TOPAZ,C-719176,MD7Q1DDPU,CUSIP,,2024-12-31,1872.0,453.5391,849025.2,409546.99,439478.21,,USD,2025-01-02 06:00:00
POS-C-719176-SYGJJFGJK,TOPAZ,C-719176,SYGJJFGJK,CUSIP,,2024-12-31,1660.0,138.7282,230288.81,527126.09,-296837.28,,USD,2025-01-02 06:00:00
POS-C-719176-B8Z3V6DIX,TOPAZ,C-719176,B8Z3V6DIX,CUSIP,SEC-0186,2024-12-31,1573.0,428.3974,673869.11,538743.22,135125.89,Real Estate,USD,2025-01-02 06:00:00
POS-C-719176-VYLIENFNV,TOPAZ,C-719176,VYLIENFNV,CUSIP,SEC-0194,2024-12-31,3359.0,379.3014,1274073.4,646890.77,627182.63,Commodities,USD,2025-01-02 06:00:00
POS-C-719176-8RHNUXORZ,TOPAZ,C-719176,8RHNUXORZ,CUSIP,SEC-0196,2024-12-31,4278.0,310.5324,1328457.61,1313314.1,15143.51,Cash,USD,2025-01-02 06:00:00
POS-C-719176-1K9QM3P91,TOPAZ,C-719176,1K9QM3P91,CUSIP,SEC-0199,2024-12-31,4649.0,80.8479,375861.89,1199232.05,-823370.16,Equity,USD,2025-01-02 06:00:00
POS-C-131244-PZUE8YFBN,TOPAZ,C-131244,PZUE8YFBN,CUSIP,SEC-0006,2024-12-31,9439.0,136.3342,1286858.51,3530819.16,-2243960.65,Alternatives,USD,2025-01-02 06:00:00
POS-C-131244-WZS3T60RJ,TOPAZ,C-131244,WZS3T60RJ,CUSIP,,2024-12-31,2515.0,166.5542,418883.81,802821.45,-383937.64,,USD,2025-01-02 06:00:00
POS-C-131244-HOLQC3O18,TOPAZ,C-131244,HOLQC3O18,CUSIP,SEC-0021,2024-12-31,5507.0,284.6441,1567535.06,1638485.1,-70950.04,Cash,USD,2025-01-02 06:00:00
POS-C-131244-ZQAKOIXNT,TOPAZ,C-131244,ZQAKOIXNT,CUSIP,SEC-0033,2024-12-31,3997.0,250.6117,1001694.96,1379860.52,-378165.56,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-3CFL0UKEY,TOPAZ,C-131244,3CFL0UKEY,CUSIP,SEC-0042,2024-12-31,3551.0,156.7059,556462.65,251344.61,305118.04,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-SRCBPLJD8,TOPAZ,C-131244,SRCBPLJD8,CUSIP,SEC-0043,2024-12-31,4473.0,407.745,1823843.38,651843.72,1171999.66,Commodities,USD,2025-01-02 06:00:00
POS-C-131244-VIFTTD96Q,TOPAZ,C-131244,VIFTTD96Q,CUSIP,,2024-12-31,5954.0,152.1179,905709.98,167674.93,738035.05,,USD,2025-01-02 06:00:00
POS-C-131244-2JWOCLYT8,TOPAZ,C-131244,2JWOCLYT8,CUSIP,SEC-0054,2024-12-31,1786.0,367.2708,655945.65,530666.2,125279.45,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-DNMKZA3OA,TOPAZ,C-131244,DNMKZA3OA,CUSIP,SEC-0059,2024-12-31,3662.0,241.4811,884303.79,1072539.67,-188235.88,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-DWB2BNE6L,TOPAZ,C-131244,DWB2BNE6L,CUSIP,SEC-0061,2024-12-31,3440.0,158.6174,545643.86,1087442.3,-541798.44,Commodities,USD,2025-01-02 06:00:00
POS-C-131244-QW7LVXWQZ,TOPAZ,C-131244,QW7LVXWQZ,CUSIP,SEC-0065,2024-12-31,7537.0,333.1926,2511272.63,2083589.78,427682.85,Equity,USD,2025-01-02 06:00:00
POS-C-131244-HX8BM92H3,TOPAZ,C-131244,HX8BM92H3,CUSIP,SEC-0069,2024-12-31,6788.0,439.5284,2983518.78,2336715.91,646802.87,Cash,USD,2025-01-02 06:00:00
POS-C-131244-H5LF6A4FE,TOPAZ,C-131244,H5LF6A4FE,CUSIP,SEC-0070,2024-12-31,8928.0,198.6474,1773523.99,2795611.89,-1022087.9,Real Estate,USD,2025-01-02 06:00:00
POS-C-131244-4X1ZHQIMQ,TOPAZ,C-131244,4X1ZHQIMQ,CUSIP,SEC-0075,2024-12-31,4596.0,22.5838,103795.14,887411.47,-783616.33,Equity,USD,2025-01-02 06:00:00
POS-C-131244-TNQFLL7V5,TOPAZ,C-131244,TNQFLL7V5,CUSIP,SEC-0081,2024-12-31,4304.0,395.9965,1704368.94,1251692.55,452676.39,Equity,USD,2025-01-02 06:00:00
POS-C-131244-BCPPVOHSM,TOPAZ,C-131244,BCPPVOHSM,CUSIP,SEC-0082,2024-12-31,4081.0,174.8093,713396.75,306780.01,406616.74,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-DJGF1C8WQ,TOPAZ,C-131244,DJGF1C8WQ,CUSIP,,2024-12-31,5601.0,350.2632,1961824.18,1992126.99,-30302.81,,USD,2025-01-02 06:00:00
POS-C-131244-NKOMV2XCD,TOPAZ,C-131244,NKOMV2XCD,CUSIP,SEC-0093,2024-12-31,2911.0,495.0393,1441059.4,913927.28,527132.12,Real Estate,USD,2025-01-02 06:00:00
POS-C-131244-7OONNCILD,TOPAZ,C-131244,7OONNCILD,CUSIP,SEC-0102,2024-12-31,1267.0,472.0794,598124.6,375667.4,222457.2,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-T0SEKKBP2,TOPAZ,C-131244,T0SEKKBP2,CUSIP,SEC-0104,2024-12-31,742.0,24.9586,18519.28,206860.1,-188340.82,Alternatives,USD,2025-01-02 06:00:00
POS-C-131244-XD9CSS9TO,TOPAZ,C-131244,XD9CSS9TO,CUSIP,SEC-0106,2024-12-31,2914.0,135.533,394943.16,758675.71,-363732.55,Real Estate,USD,2025-01-02 06:00:00
POS-C-131244-MMX3Y9RGE,TOPAZ,C-131244,MMX3Y9RGE,CUSIP,SEC-0108,2024-12-31,388.0,104.913,40706.24,23464.14,17242.1,Alternatives,USD,2025-01-02 06:00:00
POS-C-131244-EIXN8BFQN,TOPAZ,C-131244,EIXN8BFQN,CUSIP,SEC-0114,2024-12-31,2934.0,309.1111,906931.97,643684.04,263247.93,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-ZHWY9HECG,TOPAZ,C-131244,ZHWY9HECG,CUSIP,SEC-0116,2024-12-31,1755.0,157.3925,276223.84,635367.19,-359143.35,Equity,USD,2025-01-02 06:00:00
POS-C-131244-WW4FYB8DA,TOPAZ,C-131244,WW4FYB8DA,CUSIP,SEC-0134,2024-12-31,4094.0,266.7008,1091873.08,785114.81,306758.27,Cash,USD,2025-01-02 06:00:00
POS-C-131244-0AXYCELOS,TOPAZ,C-131244,0AXYCELOS,CUSIP,SEC-0147,2024-12-31,2235.0,357.0571,798022.62,968823.78,-170801.16,Alternatives,USD,2025-01-02 06:00:00
POS-C-131244-QCEOUUYLA,TOPAZ,C-131244,QCEOUUYLA,CUSIP,SEC-0151,2024-12-31,4162.0,233.6344,972386.37,903609.43,68776.94,Cash,USD,2025-01-02 06:00:00
POS-C-131244-QZPNIQFG5,TOPAZ,C-131244,QZPNIQFG5,CUSIP,SEC-0155,2024-12-31,2645.0,83.3215,220385.37,934109.14,-713723.77,Equity,USD,2025-01-02 06:00:00
POS-C-131244-BPT11F9I6,TOPAZ,C-131244,BPT11F9I6,CUSIP,SEC-0157,2024-12-31,4845.0,234.5109,1136205.31,488905.55,647299.76,Equity,USD,2025-01-02 06:00:00
POS-C-131244-G10UR5L8A,TOPAZ,C-131244,G10UR5L8A,CUSIP,SEC-0162,2024-12-31,5869.0,205.2683,1204719.65,1001883.48,202836.17,Commodities,USD,2025-01-02 06:00:00
POS-C-131244-T7M1R00Q0,TOPAZ,C-131244,T7M1R00Q0,CUSIP,SEC-0166,2024-12-31,986.0,321.9604,317452.95,315643.64,1809.31,Real Estate,USD,2025-01-02 06:00:00
POS-C-131244-O4IZASNWY,TOPAZ,C-131244,O4IZASNWY,CUSIP,SEC-0168,2024-12-31,3085.0,28.3408,87431.37,828124.04,-740692.67,Commodities,USD,2025-01-02 06:00:00
POS-C-131244-8V1ZOCFI4,TOPAZ,C-131244,8V1ZOCFI4,CUSIP,SEC-0174,2024-12-31,5379.0,86.4639,465089.32,1810692.4,-1345603.08,Fixed Income,USD,2025-01-02 06:00:00
POS-C-131244-M349EL8HL,TOPAZ,C-131244,M349EL8HL,CUSIP,SEC-0182,2024-12-31,997.0,389.0237,387856.63,132141.28,255715.35,Cash,USD,2025-01-02 06:00:00
POS-C-131244-VYLIENFNV,TOPAZ,C-131244,VYLIENFNV,CUSIP,SEC-0194,2024-12-31,5133.0,379.3014,1946954.09,1588923.22,358030.87,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-NF4ZW9XA3,TOPAZ,C-343962,NF4ZW9XA3,CUSIP,SEC-0003,2024-12-31,4486.0,372.9962,1673260.95,1029373.14,643887.81,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-XOKC1MSY4,TOPAZ,C-343962,XOKC1MSY4,CUSIP,SEC-0010,2024-12-31,4007.0,61.8965,248019.28,1098162.32,-850143.04,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-5JU9BVM2P,TOPAZ,C-343962,5JU9BVM2P,CUSIP,SEC-0011,2024-12-31,5360.0,443.1731,2375407.82,1911245.25,464162.57,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-EP7Y6WKTA,TOPAZ,C-343962,EP7Y6WKTA,CUSIP,SEC-0014,2024-12-31,2678.0,137.8821,369248.26,151228.48,218019.78,Cash,USD,2025-01-02 06:00:00
POS-C-343962-2VLPYS280,TOPAZ,C-343962,2VLPYS280,CUSIP,SEC-0015,2024-12-31,6071.0,88.0456,534524.84,2127119.67,-1592594.83,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-RIPZIM6CF,TOPAZ,C-343962,RIPZIM6CF,CUSIP,SEC-0020,2024-12-31,2361.0,361.0511,852441.65,977223.6,-124781.95,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-HOLQC3O18,TOPAZ,C-343962,HOLQC3O18,CUSIP,SEC-0021,2024-12-31,1153.0,284.6441,328194.65,426765.14,-98570.49,Cash,USD,2025-01-02 06:00:00
POS-C-343962-VXDP5GJLQ,TOPAZ,C-343962,VXDP5GJLQ,CUSIP,,2024-12-31,3789.0,470.5941,1783081.04,830683.27,952397.77,,USD,2025-01-02 06:00:00
POS-C-343962-13JCAT9MX,TOPAZ,C-343962,13JCAT9MX,CUSIP,SEC-0025,2024-12-31,1570.0,22.7974,35791.92,544499.86,-508707.94,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-KQ1UYMRLR,TOPAZ,C-343962,KQ1UYMRLR,CUSIP,SEC-0031,2024-12-31,2709.0,246.2162,666999.69,848646.68,-181646.99,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-MLY4LYK83,TOPAZ,C-343962,MLY4LYK83,CUSIP,SEC-0045,2024-12-31,7056.0,474.1163,3345364.61,2303248.85,1042115.76,Cash,USD,2025-01-02 06:00:00
POS-C-343962-Y6B2KNFTU,TOPAZ,C-343962,Y6B2KNFTU,CUSIP,SEC-0056,2024-12-31,6417.0,280.4806,1799844.01,942980.26,856863.75,Equity,USD,2025-01-02 06:00:00
POS-C-343962-DNMKZA3OA,TOPAZ,C-343962,DNMKZA3OA,CUSIP,SEC-0059,2024-12-31,4804.0,241.4811,1160075.2,889566.79,270508.41,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-0361I2HGJ,TOPAZ,C-343962,0361I2HGJ,CUSIP,,2024-12-31,1145.0,39.3381,45042.12,339888.17,-294846.05,,USD,2025-01-02 06:00:00
POS-C-343962-2ATQYYV37,TOPAZ,C-343962,2ATQYYV37,CUSIP,SEC-0064,2024-12-31,6468.0,61.2252,396004.59,2316712.82,-1920708.23,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-F8KRD5EQY,TOPAZ,C-343962,F8KRD5EQY,CUSIP,SEC-0066,2024-12-31,9315.0,134.4137,1252063.62,1636438.04,-384374.42,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-UVULEMX15,TOPAZ,C-343962,UVULEMX15,CUSIP,SEC-0077,2024-12-31,6602.0,79.6971,526160.25,2310068.29,-1783908.04,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-3493WXA73,TOPAZ,C-343962,3493WXA73,CUSIP,,2024-12-31,5741.0,400.0453,2296660.07,1250773.1,1045886.97,,USD,2025-01-02 06:00:00
POS-C-343962-BCPPVOHSM,TOPAZ,C-343962,BCPPVOHSM,CUSIP,SEC-0082,2024-12-31,3202.0,174.8093,559739.38,1078274.31,-518534.93,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-LA0GNZS43,TOPAZ,C-343962,LA0GNZS43,CUSIP,SEC-0084,2024-12-31,4716.0,275.2748,1298195.96,2055141.66,-756945.7,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-2W37D4IVS,TOPAZ,C-343962,2W37D4IVS,CUSIP,SEC-0086,2024-12-31,8193.0,47.1681,386448.24,2820602.74,-2434154.5,Equity,USD,2025-01-02 06:00:00
POS-C-343962-CSLQC3C54,TOPAZ,C-343962,CSLQC3C54,CUSIP,SEC-0090,2024-12-31,3098.0,114.011,353206.08,1152622.9,-799416.82,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-J48VFCX7L,TOPAZ,C-343962,J48VFCX7L,CUSIP,SEC-0094,2024-12-31,8051.0,292.9708,2358707.91,2275910.19,82797.72,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-GYW6ZBNZ8,TOPAZ,C-343962,GYW6ZBNZ8,CUSIP,,2024-12-31,741.0,452.0141,334942.45,356917.62,-21975.17,,USD,2025-01-02 06:00:00
POS-C-343962-EK3ZEZQAC,TOPAZ,C-343962,EK3ZEZQAC,CUSIP,SEC-0103,2024-12-31,717.0,11.5725,8297.48,192250.36,-183952.88,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-NN0MCIXDU,TOPAZ,C-343962,NN0MCIXDU,CUSIP,SEC-0107,2024-12-31,6190.0,477.4744,2955566.54,1736068.53,1219498.01,Cash,USD,2025-01-02 06:00:00
POS-C-343962-DLKQZFPQ0,TOPAZ,C-343962,DLKQZFPQ0,CUSIP,SEC-0112,2024-12-31,2365.0,367.1274,868256.3,449955.69,418300.61,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-8R2YKCCPR,TOPAZ,C-343962,8R2YKCCPR,CUSIP,SEC-0124,2024-12-31,4784.0,484.9279,2319895.07,1048770.4,1271124.67,Cash,USD,2025-01-02 06:00:00
POS-C-343962-F5L9MO1SD,TOPAZ,C-343962,F5L9MO1SD,CUSIP,SEC-0125,2024-12-31,2414.0,436.7211,1054244.74,241946.29,812298.45,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-OHSWQ40ZS,TOPAZ,C-343962,OHSWQ40ZS,CUSIP,SEC-0135,2024-12-31,1604.0,311.5914,499792.61,585386.86,-85594.25,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-KZMPJRHT7,TOPAZ,C-343962,KZMPJRHT7,CUSIP,SEC-0139,2024-12-31,4782.0,450.5958,2154749.12,1381872.62,772876.5,Fixed Income,USD,2025-01-02 06:00:00
POS-C-343962-OD9R7ANQJ,TOPAZ,C-343962,OD9R7ANQJ,CUSIP,SEC-0146,2024-12-31,5051.0,165.1842,834345.39,1206562.76,-372217.37,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-0AXYCELOS,TOPAZ,C-343962,0AXYCELOS,CUSIP,SEC-0147,2024-12-31,150.0,357.0571,53558.56,52858.51,700.05,Alternatives,USD,2025-01-02 06:00:00
POS-C-343962-E6KWHEF0V,TOPAZ,C-343962,E6KWHEF0V,CUSIP,SEC-0148,2024-12-31,2507.0,132.6526,332560.07,1236247.33,-903687.26,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-36HTF4PYZ,TOPAZ,C-343962,36HTF4PYZ,CUSIP,SEC-0150,2024-12-31,2510.0,215.6808,541358.81,450535.17,90823.64,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-119XP9N56,TOPAZ,C-343962,119XP9N56,CUSIP,,2024-12-31,6306.0,52.2355,329397.06,852089.52,-522692.46,,USD,2025-01-02 06:00:00
POS-C-343962-QZPNIQFG5,TOPAZ,C-343962,QZPNIQFG5,CUSIP,SEC-0155,2024-12-31,7372.0,83.3215,614246.1,2236463.95,-1622217.85,Equity,USD,2025-01-02 06:00:00
POS-C-343962-G10UR5L8A,TOPAZ,C-343962,G10UR5L8A,CUSIP,SEC-0162,2024-12-31,7035.0,205.2683,1444062.49,1165038.45,279024.04,Commodities,USD,2025-01-02 06:00:00
POS-C-343962-50ATVZKHI,TOPAZ,C-343962,50ATVZKHI,CUSIP,SEC-0165,2024-12-31,11315.0,121.928,1379615.32,1419075.35,-39460.03,Cash,USD,2025-01-02 06:00:00
POS-C-343962-6YUJ7YKTX,TOPAZ,C-343962,6YUJ7YKTX,CUSIP,SEC-0173,2024-12-31,3951.0,429.3628,1696412.42,1408282.91,288129.51,Equity,USD,2025-01-02 06:00:00
POS-C-343962-VN1KICJN2,TOPAZ,C-343962,VN1KICJN2,CUSIP,SEC-0177,2024-12-31,6538.0,286.8312,1875302.39,1743630.75,131671.64,Cash,USD,2025-01-02 06:00:00
POS-C-343962-SYGJJFGJK,TOPAZ,C-343962,SYGJJFGJK,CUSIP,,2024-12-31,369.0,138.7282,51190.71,144560.51,-93369.8,,USD,2025-01-02 06:00:00
POS-C-343962-7ZRWQEAO4,TOPAZ,C-343962,7ZRWQEAO4,CUSIP,SEC-0181,2024-12-31,1768.0,121.3169,214488.28,467042.48,-252554.2,Equity,USD,2025-01-02 06:00:00
POS-C-343962-B8Z3V6DIX,TOPAZ,C-343962,B8Z3V6DIX,CUSIP,SEC-0186,2024-12-31,5027.0,428.3974,2153553.73,968937.05,1184616.68,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-NQYYF9RK7,TOPAZ,C-343962,NQYYF9RK7,CUSIP,SEC-0188,2024-12-31,1403.0,60.3741,84704.86,453199.7,-368494.84,Real Estate,USD,2025-01-02 06:00:00
POS-C-343962-GWYX9TRFL,TOPAZ,C-343962,GWYX9TRFL,CUSIP,SEC-0195,2024-12-31,7694.0,74.5956,573938.55,1959282.12,-1385343.57,Real Estate,USD,2025-01-02 06:00:00
POS-C-688508-L1CQ99CHJ,TOPAZ,C-688508,L1CQ99CHJ,CUSIP,SEC-0002,2024-12-31,2811.0,63.2187,177707.77,1019908.53,-842200.76,Commodities,USD,2025-01-02 06:00:00
POS-C-688508-EL6246HID,TOPAZ,C-688508,EL6246HID,CUSIP,,2024-12-31,1919.0,408.3913,783702.9,460072.0,323630.9,,USD,2025-01-02 06:00:00
POS-C-688508-FZNBQH7M3,TOPAZ,C-688508,FZNBQH7M3,CUSIP,SEC-0009,2024-12-31,6686.0,292.741,1957266.33,1736198.16,221068.17,Cash,USD,2025-01-02 06:00:00
POS-C-688508-XOKC1MSY4,TOPAZ,C-688508,XOKC1MSY4,CUSIP,SEC-0010,2024-12-31,5400.0,61.8965,334241.1,1713663.44,-1379422.34,Fixed Income,USD,2025-01-02 06:00:00
POS-C-688508-6GBPS3Y70,TOPAZ,C-688508,6GBPS3Y70,CUSIP,SEC-0012,2024-12-31,2667.0,288.9028,770503.77,145156.28,625347.49,Real Estate,USD,2025-01-02 06:00:00
POS-C-688508-JRNY20479,TOPAZ,C-688508,JRNY20479,CUSIP,SEC-0023,2024-12-31,2479.0,425.5658,1054977.62,1146566.15,-91588.53,Fixed Income,USD,2025-01-02 06:00:00
POS-C-688508-VXDP5GJLQ,TOPAZ,C-688508,VXDP5GJLQ,CUSIP,,2024-12-31,137.0,470.5941,64471.39,40060.54,24410.85,,USD,2025-01-02 06:00:00
POS-C-688508-8HAFEYUHZ,TOPAZ,C-688508,8HAFEYUHZ,CUSIP,SEC-0026,2024-12-31,2130.0,303.726,646936.38,361280.1,285656.28,Commodities,USD,2025-01-02 06:00:00
POS-C-688508-TXCXAPRPN,TOPAZ,C-688508,TXCXAPRPN,CUSIP,SEC-0029,2024-12-31,2764.0,260.5051,720036.1,1042031.3,-321995.2,Real Estate,USD,2025-01-02 06:00:00
POS-C-688508-GSXW71Q3V,TOPAZ,C-688508,GSXW71Q3V,CUSIP,SEC-0030,2024-12-31,4224.0,311.806,1317068.54,1033363.14,283705.4,Cash,USD,2025-01-02 06:00:00
POS-C-688508-TMQLIZL08,TOPAZ,C-688508,TMQLIZL08,CUSIP,,2024-12-31,8351.0,39.099,326515.75,1582452.12,-1255936.37,,USD,2025-01-02 06:00:00
POS-C-688508-QPGB7R3OC,TOPAZ,C-688508,QPGB7R3OC,CUSIP,,2024-12-31,7847.0,358.7077,2814779.32,2664421.73,150357.59,,USD,2025-01-02 06:00:00
POS-C-688508-XFGCAQVKI,TOPAZ,C-688508,XFGCAQVKI,CUSIP,SEC-0040,2024-12-31,3282.0,429.0361,1408096.48,375054.36,1033042.12,Commodities,USD,2025-01-02 06:00:00
POS-C-688508-MLY4LYK83,TOPAZ,C-688508,MLY4LYK83,CUSIP,SEC-0045,2024-12-31,8590.0,474.1163,4072659.02,2163240.38,1909418.64,Cash,USD,2025-01-02 06:00:00
POS-C-688508-RZSJ49ITN,TOPAZ,C-688508,RZSJ49ITN,CUSIP,SEC-0049,2024-12-31,6148.0,29.155,179244.94,1535162.0,-1355917.06,Equity,USD,2025-01-02 06:00:00
POS-C-688508-B0Z3NX39R,TOPAZ,C-688508,B0Z3NX39R,CUSIP,SEC-0052,2024-12-31,3486.0,20.4554,71307.52,940730.13,-869422.61,Cash,USD,2025-01-02 06:00:00
POS-C-688508-8LD4D6AF5,TOPAZ,C-688508,8LD4D6AF5,CUSIP,SEC-0053,2024-12-31,6020.0,302.8683,1823267.17,767321.89,1055945.28,Equity,USD,2025-01-02 06:00:00
